CustomerID,Gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn
1644-MHEFJ,1,0,59,115.33,6804.47,2,0,1,No
3061-RGMDO,1,0,52,30.11,1565.72,1,2,2,Yes
1353-NYZGU,1,1,34,50.88,1729.92,0,1,3,No
7884-ILMHC,1,1,49,81.14,3975.86,1,1,1,No
4253-KYQAI,1,0,28,116.41,3259.48,1,0,2,Yes
8716-GWZPC,0,0,13,29.56,384.28,2,2,1,No
4730-INBFY,0,1,69,22.25,1535.25,1,1,0,No
8359-KQVEO,1,1,67,25.57,1713.19,2,1,0,Yes
1672-KRQNT,1,1,61,25.24,1539.64,1,1,2,No
8892-MGUAO,1,0,60,110.78,6646.8,0,0,3,No
7928-EEGAO,0,1,71,92.13,6541.23,1,2,0,No
0707-KWCOX,0,1,24,87.71,2105.04,2,0,0,Yes
9089-IWTOC,0,1,63,72.26,4552.38,2,1,3,No
3475-ILEIA,1,1,61,98.2,5990.2,2,2,0,No
3960-JBRTI,1,1,23,35.56,817.88,1,0,1,No
9792-IMLFE,1,0,30,59.19,1775.7,1,1,3,No
7196-DANGN,1,1,60,69.0,4140.0,2,1,0,No
4696-WMJLX,0,0,18,31.04,558.72,0,0,3,Yes
5956-MSQMC,1,1,56,61.95,3469.2,0,1,1,Yes
4612-KGMDV,1,1,53,51.65,2737.45,1,1,0,No
1405-XVNYT,1,1,7,23.56,164.92,1,2,2,No
2473-MQYHJ,0,0,69,33.67,2323.23,2,1,0,Yes
2797-VXVFY,0,0,72,96.4,6940.8,1,0,0,No
3531-FYXBM,1,0,52,21.8,1133.6,1,2,1,No
0326-IIQJE,0,1,4,113.43,453.72,2,0,2,No
4113-ZGNGJ,0,1,34,28.64,973.76,2,1,2,Yes
8728-FCACW,0,0,69,99.92,6894.48,1,2,2,Yes
7276-TLSRI,0,0,33,109.86,3625.38,0,2,1,No
0018-XKUHN,0,1,69,114.11,7873.59,1,2,1,No
8942-RSARN,1,0,38,106.75,4056.5,0,2,1,No
5944-SEXGT,1,1,26,48.76,1267.76,0,0,1,No
8860-YFDKN,1,0,1,53.31,53.31,0,1,1,No
8413-LUPKB,0,0,4,62.65,250.6,2,1,2,No
9125-DNYLR,0,0,39,33.93,1323.27,2,2,3,No
9227-YIHRP,0,1,54,22.23,1200.42,2,1,1,Yes
8440-VAAYY,0,1,33,106.91,3528.03,1,0,3,No
3313-MYEPD,1,0,33,75.41,2488.53,2,1,0,No
8537-LRXID,1,1,72,80.87,5822.64,2,0,0,No
9068-OEMYM,1,1,20,112.7,2254.0,1,0,1,No
4634-IKIEK,1,1,16,86.51,1384.16,1,1,0,No
3831-QNKSN,1,1,21,89.09,1870.89,0,0,3,No
8254-QUMJK,1,0,45,98.7,4441.5,1,0,0,Yes
6335-RMGQS,0,1,62,31.63,1961.06,1,0,0,No
6464-DDKZQ,0,1,31,56.02,1736.62,2,0,3,No
8665-SVRYE,1,0,42,116.82,4906.44,0,2,0,No
9244-ASIZP,0,1,12,112.29,1347.48,0,1,1,No
5603-LIZLR,1,1,65,108.41,7046.65,1,2,3,No
4899-TWPEI,1,1,3,65.21,195.63,2,0,3,No
3097-SSEKC,0,0,9,105.72,951.48,2,1,2,Yes
8365-CSLOE,1,0,51,24.84,1266.84,2,0,2,Yes
2489-RWTYK,1,1,16,34.85,557.6,2,1,3,No
5086-EUXLU,1,1,3,61.4,184.2,1,2,3,No
9344-YMNEA,0,0,24,68.34,1640.16,2,1,2,No
4660-XFFSK,0,0,13,46.35,602.55,0,0,1,No
3045-CJCOU,0,0,2,55.65,111.3,0,1,0,No
3024-MLMJJ,0,1,71,36.28,2575.88,1,1,0,No
8133-HXOFT,1,1,21,68.91,1447.11,2,2,0,Yes
2802-DQQGB,0,0,19,99.38,1888.22,2,0,3,No
5703-MMINF,0,1,47,86.14,4048.58,2,1,1,No
0737-XFPVZ,0,1,22,30.78,677.16,2,2,2,No
6813-TCNXC,1,1,33,68.76,2269.08,1,1,1,Yes
7684-LYDTX,0,1,32,89.76,2872.32,2,0,1,Yes
5944-JMLWT,0,1,64,72.99,4671.36,1,1,0,No
7695-JVSMD,1,1,39,59.17,2307.63,2,1,2,No
4605-FEBDZ,1,1,72,82.19,5917.68,2,1,1,No
0873-JUPGX,1,0,42,116.86,4908.12,0,1,2,No
5410-XEHQX,1,0,9,29.49,265.41,1,0,3,No
7771-YVYJC,0,0,25,59.0,1475.0,0,2,0,No
0131-HJMNN,1,0,2,60.66,121.32,1,2,2,No
1091-SDIPO,0,0,19,77.7,1476.3,2,1,3,No
5996-BOSQK,0,0,20,35.22,704.4,2,0,3,Yes
3063-JTXKW,0,0,70,37.66,2636.2,1,0,3,No
5489-XHZJN,0,0,17,48.54,825.18,0,0,1,No
6791-XNVSG,0,0,68,115.59,7860.12,1,0,1,No
6352-RITDG,1,1,3,93.41,280.23,1,0,0,No
0464-VKAVC,0,1,51,86.17,4394.67,2,0,0,No
6097-MVFKB,0,0,26,101.7,2644.2,0,1,3,Yes
3926-ALFGP,0,1,56,32.76,1834.56,1,2,0,No
7447-RNHDP,1,1,64,105.93,6779.52,0,2,1,No
4013-VEVAF,0,0,8,79.48,635.84,0,1,0,No
0339-ZTJFA,0,0,37,53.53,1980.61,1,2,2,Yes
5889-HIELA,1,0,27,101.59,2742.93,0,0,1,No
4258-DOORA,0,1,45,100.26,4511.7,2,0,3,Yes
7095-DAMMA,0,1,4,104.57,418.28,2,2,3,Yes
6130-YYTPU,1,0,37,31.55,1167.35,2,0,0,No
0190-KBRUX,0,1,71,116.94,8302.74,2,0,1,No
7791-SGIEC,0,1,33,115.96,3826.68,0,2,3,No
1559-PJAUP,0,1,31,55.75,1728.25,2,1,3,No
7161-OINYB,0,0,55,26.59,1462.45,1,2,1,No
1394-THHBI,0,1,12,36.71,440.52,2,2,1,No
0191-IPIFY,1,1,11,119.28,1312.08,1,2,3,No
1821-IPJIU,1,1,72,76.3,5493.6,1,2,0,No
7436-NRKDX,1,1,32,55.66,1781.12,2,1,0,No
5302-EMVLL,0,1,57,48.82,2782.74,2,1,0,No
3203-AEEFD,0,1,38,45.7,1736.6,0,0,2,No
4941-XLWPJ,0,1,60,86.42,5185.2,1,0,1,No
4878-SFXLF,1,0,19,61.94,1176.86,2,2,3,Yes
7848-DOQYI,0,0,56,116.54,6526.24,0,0,2,No
3713-JZBEU,0,1,14,88.38,1237.32,2,1,0,Yes
1713-IEULG,0,0,33,99.2,3273.6,2,0,2,No
4644-ZOOMM,1,1,10,49.27,492.7,2,0,3,Yes
1734-JOAPX,1,1,64,27.92,1786.88,1,0,3,No
7982-HIRUC,0,1,64,68.78,4401.92,2,2,1,No
2197-BVZGW,0,0,62,51.46,3190.52,0,0,0,No
0334-XHWUZ,0,1,68,40.21,2734.28,2,1,0,No
3084-WWOVB,1,1,43,115.26,4956.18,2,1,2,No
1419-CXJBM,1,0,59,64.4,3799.6,0,1,0,No
5958-ARBWZ,1,0,52,37.47,1948.44,0,1,2,No
4775-GUFDX,0,1,19,39.87,757.53,1,0,3,No
5436-MUTAI,1,0,21,48.07,1009.47,1,2,3,No
1380-RXVSF,0,0,22,119.93,2638.46,1,1,3,No
6303-KOQMV,0,1,9,46.8,421.2,1,1,3,No
5451-RMEJI,1,1,9,52.88,475.92,0,2,3,Yes
3666-TFOGV,0,1,27,85.93,2320.11,2,2,2,No
3800-CNPMW,1,0,17,49.4,839.8,2,1,3,No
4248-AYGRK,0,0,44,41.58,1829.52,2,1,2,No
6115-CGIGM,0,0,45,35.86,1613.7,1,2,3,No
1274-VECEQ,1,1,8,51.27,410.16,0,1,2,No
2469-DBWPT,0,0,18,30.59,550.62,0,1,2,Yes
9321-EJKOS,0,0,33,21.86,721.38,0,0,2,No
3828-TURRC,0,1,1,100.46,100.46,2,2,0,Yes
1266-ITZQO,0,1,6,33.79,202.74,1,0,2,No
7739-QDCFP,0,1,41,97.6,4001.6,0,0,2,Yes
5134-XVMOE,0,0,55,99.75,5486.25,1,2,3,No
8876-TQLJU,0,1,5,73.79,368.95,0,0,2,No
2776-ITNAL,0,0,59,50.97,3007.23,1,1,2,Yes
9282-NZGVE,1,0,18,34.5,621.0,0,0,1,No
1297-ZZMNN,1,1,49,93.68,4590.32,1,2,0,No
4129-PPOBV,0,1,65,80.14,5209.1,0,1,1,No
5531-KCMMA,0,1,54,85.55,4619.7,0,1,3,No
2245-CPFFQ,1,1,61,20.87,1273.07,1,1,0,Yes
0287-UHTKT,0,1,8,112.75,902.0,1,1,0,Yes
8049-BKORI,1,0,3,26.63,79.89,2,0,1,No
2387-IZSCD,1,0,25,56.68,1417.0,1,0,0,No
7560-AITIA,1,0,69,60.27,4158.63,0,1,1,No
5956-JNPSZ,0,1,55,20.14,1107.7,0,2,2,Yes
0465-QVXBV,0,0,40,69.71,2788.4,1,1,1,Yes
4030-PSGVM,0,1,50,95.28,4764.0,2,0,0,No
8854-ABNEI,1,1,33,102.33,3376.89,1,1,0,Yes
